id,name,inhabitants,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
06020306,Lankwitz Süd,6415.0,-0.80366,-0.66861,-0.78625,-0.68709,-2.94561,-0.7624,mittel,0.9484
06020407,Thermometersiedlung,4824.0,1.26614,1.55134,0.94217,1.59975,5.3594,1.38716,niedrig,0.75711
06020408,Lichterfelde Süd,6477.0,-0.08918,0.14015,-0.28781,-0.05439,-0.29123,-0.07538,mittel,0.69429
06020409,Königsberger Straße,8222.0,-0.47998,-0.29252,-0.75943,-0.7111,-2.24303,-0.58056,mittel,0.36632
06020410,Oberhofer Platz,6884.0,-0.98431,-0.82626,-0.96089,-1.05108,-3.82254,-0.98938,mittel,0.67437
06020411,Schütte-Lanz-Straße,8445.0,-0.85006,-0.28455,-0.77102,-0.78416,-2.6897900000000003,-0.69619,mittel,0.31357
06030501,Berlepschstraße,5582.0,-1.1198,-1.15872,-0.95237,-0.90253,-4.13342,-1.06984,hoch,0.60342
06030502,Zehlendorf Süd,5450.0,-0.14474,-0.12354,-0.45425,-0.24188,-0.96441,-0.24962,mittel,1.2703
06030503,Zehlendorf Mitte,11272.0,-0.77925,-0.6612,-0.70172,-0.69847,-2.84064,-0.73524,mittel,0.71298
06030504,Teltower Damm,10958.0,-1.27494,-1.42491,-1.06816,-1.09799,-4.866,-1.25945,hoch,0.84881
06030605,Botanischer Garten,6933.0,-0.55377,-0.17659,-0.7709,-0.70125,-2.20251,-0.57007,mittel,0.88907
06030606,Hindenburgdamm,5275.0,-0.14336,0.25942,-0.49492,-0.51337,-0.8922300000000001,-0.23093,mittel,0.29852
06030607,Goerzwerke,3241.0,-1.18494,-1.1763,-0.9921,-0.85558,-4.20892,-1.08938,hoch,0.86257
06030608,Schweizer Viertel,11970.0,-1.24872,-1.09389,-1.17188,-1.29293,-4.8074200000000005,-1.24429,hoch,0.48076
06030609,Augustaplatz,11847.0,-0.64129,-0.47531,-0.7953,-0.7615,-2.6734,-0.69195,mittel,0.83203
06030610,Lichterfelde West,8159.0,-1.22021,-1.04106,-1.05297,-1.16282,-4.47706,-1.15879,hoch,0.60884
06040701,Wannsee,9631.0,-1.35292,-1.34968,-1.13798,-1.21823,-5.05881,-1.30936,hoch,0.68551
06040702,Düppel,5360.0,-1.40269,-1.37605,-1.02837,-1.22785,-5.03496,-1.30319,hoch,0.59414
06040703,Nikolassee,10716.0,-1.32877,-1.29236,-1.12734,-1.21016,-4.95863,-1.28343,hoch,0.87616
06040804,Krumme Lanke,7483.0,-1.38759,-1.30044,-1.2402,-1.28699,-5.21522,-1.34984,hoch,0.90852
06040805,Fischerhüttenstraße,5278.0,-1.29292,-1.22964,-1.05532,-1.14063,-4.71851,-1.22128,hoch,0.73094
06040806,Fischtal,7227.0,-1.25116,-1.09264,-1.09539,-1.23085,-4.67004,-1.20873,hoch,0.79724
06040807,Zehlendorf Eiche,5753.0,-0.9496,-0.98097,-0.92972,-1.10388,-3.96417,-1.02604,hoch,0.98052
06040808,Hüttenweg,4150.0,-1.48766,-1.60721,-1.1883,-1.25282,-5.53599,-1.43287,hoch,0.46608
06040809,Thielallee,4969.0,-1.77623,-1.86298,-1.22406,-1.31767,-6.18094,-1.5998,hoch,0.38617
06040810,Dahlem,6854.0,-1.68125,-1.57615,-1.30926,-1.37774,-5.9444,-1.53857,hoch,0.59746
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9397.0,-0.06445,-0.02053,-0.18545,-0.44712,-0.71755,-0.18572,mittel,0.75312
07010102,Nollendorfplatz,15450.0,0.54456,0.70865,0.82272,0.7268,2.80273,0.72542,mittel,0.50853
07010103,Barbarossaplatz,9956.0,-0.39328,-0.47938,-0.29104,-0.49233,-1.65603,-0.42863,mittel,0.14775
07010104,Dennewitzplatz,13512.0,0.98777,1.22443,1.23624,0.96206,4.4105,1.14156,niedrig,0.07203
07020201,Bayerischer Platz,10335.0,-0.25477,-0.32023,-0.44136,-0.50638,-1.52274,-0.39413,mittel,0.63618
07020202,Volkspark (Rudolf-Wilde-Park),9832.0,0.1074,-0.09925,-0.04922,-0.03674,-0.07781000000000002,-0.02014,mittel,0.77774
07020203,Kaiser-Wilhelm-Platz,17298.0,0.27913,0.33887,0.25838,0.06571,0.94209,0.24384,mittel,0.21623
07020204,Schöneberger Insel,11395.0,0.12095,-0.06667,-0.0316,-0.08449,-0.06180999999999999,-0.016,mittel,0.35961
07030301,Friedenau,23870.0,-0.92831,-0.98246,-0.79158,-0.94359,-3.64594,-0.94367,mittel,0.52177
07030302,Ceciliengärten,9151.0,-0.70338,-0.62685,-0.62191,-0.8146,-2.76674,-0.71611,mittel,0.62716
07030303,Grazer Platz,12073.0,0.26977,0.48874,0.32438,0.23286,1.31575,0.34055,mittel,0.05345
07040401,Neu-Tempelhof,17126.0,0.10364,0.00857,-0.04979,-0.21033,-0.14790999999999999,-0.03828,mittel,0.75771
07040402,Lindenhofsiedlung,2102.0,0.60532,1.02699,0.28066,0.63012,2.5430900000000003,0.65822,mittel,-1.24483
07040403,Manteuffelstraße,23418.0,0.35058,0.39097,0.25295,0.48624,1.48074,0.38326,mittel,0.2764
07040404,Marienhöhe,5057.0,0.05213,0.2955,-0.111,-0.00712,0.22951000000000002,0.0594,mittel,0.39914
07040405,Rathaus Tempelhof,10567.0,0.65918,0.64689,0.43434,0.72739,2.4678,0.63873,mittel,1.12653
07040406,Germaniagarten,3590.0,2.1842,2.19529,1.56257,1.83152,7.773580000000001,2.01201,sehr niedrig,-0.1519
07050501,Rathausstraße,15872.0,0.62187,0.59382,0.34603,0.6342,2.19592,0.56836,mittel,0.11395
07050502,Fritz-Werner-Straße,7700.0,0.93187,0.67606,0.10137,0.36956,2.07886,0.53807,mittel,1.28346
07050503,Eisenacher Straße,9106.0,0.33937,0.35,-0.03364,0.21636,0.87209,0.22572,mittel,0.30295
07050504,Imbrosweg,5480.0,0.51996,0.64008,0.08611,0.04288,1.28903,0.33364,mittel,1.35688
07050505,Hundsteinweg,10460.0,-0.36217,-0.28309,-0.48929,-0.28055,-1.4151,-0.36627,mittel,1.07459
07050506,Birnhornweg,2209.0,-1.06872,-0.64197,-1.07082,-0.93515,-3.71666,-0.96197,mittel,0.75849
07060601,Marienfelder Allee Nordwest,9901.0,0.84912,0.60909,0.63386,0.63005,2.7221200000000003,0.70456,mittel,2.17852
07060602,Kirchstraße,4606.0,-0.83588,-0.82886,-0.87144,-0.89791,-3.43409,-0.88884,mittel,0.78738
07060603,Marienfelde Nordost,2740.0,0.34494,0.03094,0.15352,0.98464,1.51404,0.39187,mittel,1.95707
07060604,Marienfelde Süd,13843.0,0.70974,0.80014,0.52099,0.77051,2.80138,0.72507,mittel,0.28677
07070701,Kettinger Straße/Schillerstraße,10408.0,-0.67725,-0.6116,-0.7265,-0.53322,-2.5485700000000002,-0.65964,mittel,0.57487
07070702,Alt-Lichtenrade/Töpchiner Weg,10151.0,-0.63365,-0.29781,-0.55807,-0.56176,-2.05129,-0.53093,mittel,0.41786
07070703,John-Locke-Straße,7480.0,0.76134,1.21198,0.36482,0.69884,3.0369800000000002,0.78605,mittel,-0.10292
07070704,Nahariyastraße,8128.0,1.62255,1.6496,1.30589,1.54646,6.124499999999999,1.58519,sehr niedrig,1.62406
07070705,Franziusweg/Rohrbachstraße,7008.0,-1.06479,-0.7954,-0.93417,-0.90204,-3.6963999999999997,-0.95673,mittel,0.72513
07070706,Horstwalder Straße/Paplitzer Straße,3723.0,-0.63026,-0.79448,-0.83165,-0.7715,-3.0278899999999997,-0.7837,mittel,1.37176
07070707,Wittelsbacherstraße,2823.0,-1.32197,-1.00448,-1.06587,-0.92004,-4.312360000000001,-1.11616,hoch,0.87504
08010115,Hasenheide,867.0,0.45286,-0.41415,-0.3135,-0.26281,-0.5376000000000001,-0.13915,mittel,3.90931
08010116,Wissmannstraße,3524.0,1.52615,1.2096,1.71642,1.23695,5.68912,1.4725,niedrig,-0.66311
08010117,Schillerpromenade,16108.0,1.07529,0.63891,1.17816,1.30691,4.19927,1.08689,niedrig,-0.82499
08010118,Silbersteinstraße,11773.0,1.30392,1.20725,2.14314,2.02524,6.67955,1.72885,sehr niedrig,-1.23447
08010211,Flughafenstraße,10204.0,0.90065,0.62968,1.36971,1.61249,4.51253,1.16797,niedrig,-0.18704
08010212,Rollberg,7474.0,1.49203,1.28596,2.69993,1.92725,7.40517,1.91666,sehr niedrig,-0.74714
08010213,Körnerpark,12812.0,1.16576,0.752,1.57067,1.84174,5.33017,1.37959,niedrig,-0.9175
08010214,Glasower Straße,8249.0,1.73239,1.6521,2.00359,1.89056,7.27864,1.88391,sehr niedrig,-0.65078
08010301,Reuterkiez,28139.0,0.37776,0.07947,0.76443,0.80369,2.02535,0.52422,mittel,-0.17279
08010302,Bouchéstraße,3780.0,1.2329,1.40869,1.23322,1.30349,5.1783,1.34029,niedrig,-0.0502
08010303,Donaustraße,8552.0,0.94981,0.30234,1.53862,1.7439,4.53467,1.1737,niedrig,0.26909
08010404,Rixdorf,23397.0,1.02855,0.54943,1.36747,1.44584,4.39129,1.13659,niedrig,-0.37026
08010405,Hertzbergplatz,9035.0,0.68331,0.18312,1.08611,1.228,3.1805399999999997,0.82321,mittel,-0.88452
08010406,Treptower Straße Nord,7031.0,1.91373,1.48047,2.38068,2.25359,8.028469999999999,2.07799,sehr niedrig,-1.02411
08010407,Gewerbegebiet Ederstraße,801.0,1.26401,0.42979,0.62672,1.2165,3.53702,0.91548,mittel,0.73142
08010508,Weiße Siedlung,5474.0,2.44305,2.2174,3.42379,2.17103,10.25527,2.65434,sehr niedrig,-0.31312
08010509,Schulenburgpark,9508.0,2.65942,2.71463,3.82008,2.4077,11.601830000000001,3.00287,sehr niedrig,-1.7334
08010510,Gewerbegebiet Köllnische Heide,383.0,0.79794,0.1424,0.58393,-0.12129,1.4029800000000001,0.36313,mittel,-1.1542
08020619,Buschkrugallee Nord,10579.0,0.61028,0.56276,1.54086,1.12912,3.8430199999999997,0.99468,mittel,-2.15913
08020620,Tempelhofer Weg,9226.0,0.82949,0.8418,1.23597,1.54596,4.45322,1.15262,niedrig,-0.70118
08020621,Mohriner Allee Nord,2318.0,-1.52514,-1.54292,-1.15128,-1.1557,-5.37504,-1.39121,hoch,0.82837
08020622,Parchimer Allee,14195.0,0.11363,-0.24739,0.27725,0.27401,0.4175,0.10806,mittel,0.23086
08020623,Ortolanweg,1264.0,-0.21422,-0.71247,0.44862,0.93323,0.45516,0.11781,mittel,0.13927
08020624,Britzer Garten,1142.0,0.06753,0.06097,-0.21251,-0.23502,-0.31903000000000004,-0.08257,mittel,1.20059
08020625,Handwerker-Siedlung,3331.0,0.04574,0.06399,-0.1681,-0.36781,-0.42618,-0.11031,mittel,-0.37568
08020726,Buckow West,8291.0,-0.7522,-0.92171,-0.44876,-0.36638,-2.4890499999999998,-0.64423,mittel,-0.32984
08020727,Buckow Mitte,11436.0,-0.42716,-0.57873,-0.19601,0.05765,-1.14425,-0.29616,mittel,0.35869
08020728,Buckow Ost,8286.0,0.37982,0.1329,0.76939,0.95321,2.2353199999999998,0.57856,mittel,0.2121
08030829,Gropiusstadt Nord,12327.0,0.93779,0.77761,1.57445,1.75882,5.0486699999999995,1.30673,niedrig,-0.5578
08030830,Gropiusstadt Süd,7272.0,0.5287,0.46135,0.65673,1.38202,3.0288,0.78394,mittel,-0.48403
08030831,Gropiusstadt Ost,16867.0,0.96278,1.03807,1.33977,1.17633,4.51695,1.16911,niedrig,0.11394
08040932,Goldhähnchenweg,2757.0,-0.35352,0.00862,0.22764,0.45543,0.33817,0.08753,mittel,-0.2959
08040933,Vogelviertel Süd,3941.0,-0.68486,-0.70534,-0.38009,-0.24394,-2.01423,-0.52134,mittel,0.53951
08040934,Vogelviertel Nord,2686.0,-0.92034,-0.94511,-0.24061,-0.24116,-2.34722,-0.60752,mittel,-0.77132
08041035,Blumenviertel,7847.0,-0.98973,-1.01555,-0.91981,-0.85603,-3.78112,-0.97866,mittel,0.61119
08041036,Zittauer Straße,6802.0,-1.1908,-1.4267,-0.95723,-0.97433,-4.54906,-1.17742,hoch,0.82212
08041037,Alt-Rudow,9632.0,-0.43178,-0.48401,-0.31708,0.06145,-1.17142,-0.3032,mittel,0.41864
08041038,Waßmannsdorfer Chaussee,6690.0,-1.20939,-1.08779,-0.88071,-0.85151,-4.0294,-1.04292,hoch,0.18173
08041039,Frauenviertel,3725.0,-0.64401,-0.70622,0.1039,0.05759,-1.1887399999999997,-0.30768,mittel,-0.8353
08041040,Waltersdorfer Chaussee Ost,7991.0,-0.81581,-0.923,-0.31896,-0.28427,-2.34204,-0.60618,mittel,0.01794
09010101,Elsenstraße,11330.0,0.54407,0.82992,0.05676,-0.07289,1.35786,0.35145,mittel,-0.45674
09010102,Am Treptower Park Nord,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
09010201,Am Treptower Park Süd,4252.0,-0.59128,-0.45337,-0.73741,-0.9124,-2.69446,-0.6974,mittel,0.59058
09010202,Köpenicker Landstraße,6722.0,1.04424,1.24782,-0.26157,0.29874,2.3292300000000004,0.60287,mittel,1.50862
09010301,Baumschulenstraße,14704.0,0.20633,0.16284,-0.3478,0.0472,0.06856999999999999,0.01775,mittel,0.08834
09010302,Späthsfelde,2943.0,-1.35226,-1.11935,-1.13854,-1.15952,-4.76967,-1.23452,hoch,0.06823
09010401,Johannisthal West,7844.0,-0.157,0.15852,-0.68564,-0.3136,-0.99772,-0.25824,mittel,0.2818
09010402,Johannisthal Ost,10737.0,-0.55111,-0.36741,-0.52045,-0.6588,-2.0977699999999997,-0.54296,mittel,0.08739
09020501,Oberschöneweide West,6147.0,1.87991,2.34823,0.63788,0.67551,5.54153,1.4343,niedrig,0.01618
09020502,Oberschöneweide Ost,14214.0,0.58111,1.12815,0.15237,0.10068,1.96231,0.5079,mittel,-0.29597
09020601,Schnellerstraße,7437.0,0.42056,0.15743,0.0103,0.25531,0.8435999999999999,0.21835,mittel,0.20846
09020602,Oberspree,3434.0,-0.47541,-0.16654,-0.71615,-0.31486,-1.6729599999999998,-0.43301,mittel,0.51266
09020701,Adlershof West,508.0,-0.18461,0.90771,-0.83718,-1.40914,-1.52322,-0.39425,mittel,-9.40272
09020702,Adlershof Ost,15934.0,0.0949,0.33588,-0.42363,-0.35457,-0.34742,-0.08992,mittel,0.10192
09020801,Spindlersfeld,2881.0,-0.52502,-0.06898,-0.50375,-0.58123,-1.6789800000000001,-0.43457,mittel,-0.20822
09020802,Köllnische Vorstadt,7268.0,1.41384,1.70197,0.78334,1.14022,5.03937,1.30433,niedrig,0.14569
09030901,Dorf Altglienicke,12317.0,-1.16294,-1.15217,-1.05287,-1.01759,-4.3855699999999995,-1.13511,hoch,0.28461
09030902,Wohngebiet II,5827.0,2.24056,2.9818,1.28099,1.38035,7.8837,2.04052,sehr niedrig,0.23823
09030903,Kölner Viertel,7800.0,-0.44256,0.00398,-0.33232,-0.48635,-1.25725,-0.32541,mittel,0.40789
09031001,Bohnsdorf,12240.0,-0.90116,-0.84697,-0.79602,-0.7106,-3.25475,-0.84242,mittel,0.50743
09031101,Grünau,5649.0,-0.88835,-0.85498,-0.99657,-1.00799,-3.7478899999999995,-0.97006,mittel,-0.23204
09031201,Karolinenhof,1764.0,-1.38941,-1.30829,-1.27438,-1.40914,-5.38122,-1.39281,hoch,-0.35817
09031202,Schmöckwitz/Rauchfangswerder,2351.0,-0.91296,-1.03375,-1.09593,-1.10397,-4.14661,-1.07326,hoch,1.6438
09041301,Kietzer Feld/Nachtheide,13933.0,-0.08105,0.18338,-0.63393,-0.46606,-0.99766,-0.25822,mittel,0.08837
09041302,Wendenschloß,1792.0,-1.57478,-1.65273,-1.30863,-1.40914,-5.9452799999999995,-1.5388,hoch,0.39677
09041401,Allende I,4845.0,-0.43924,-0.4481,-0.63093,-0.52798,-2.04625,-0.52963,mittel,1.05761
09041402,Allende II,1480.0,-0.92238,-0.85153,-0.73449,-0.71848,-3.22688,-0.8352,mittel,-0.14696
09041501,Altstadt Kietz,7173.0,0.53514,0.78893,0.17022,0.20516,1.69945,0.43986,mittel,-0.50493
09041601,Müggelheim,6522.0,-1.21726,-1.12775,-1.17163,-1.22389,-4.74053,-1.22698,hoch,0.05205
09051701,Hirschgarten,3522.0,-0.97123,-1.29716,-0.9333,-0.99642,-4.19811,-1.08659,hoch,-0.56922
09051702,Bölschestraße,14383.0,-0.87823,-0.69341,-0.94859,-1.03698,-3.5572099999999995,-0.9207,mittel,0.22472
09051801,Rahnsdorf/Hessenwinkel,9041.0,-1.04524,-1.06582,-1.13202,-1.1967,-4.43978,-1.14914,hoch,1.03585
09051901,Dammvorstadt,10075.0,-0.15781,-0.12844,-0.59751,-0.58836,-1.4721199999999999,-0.38102,mittel,0.34205
09052001,Köpenick Nord,12300.0,-0.43405,-0.26047,-0.87877,-0.80413,-2.37742,-0.61534,mittel,0.46237
10010101,Marzahn West,5545.0,1.23603,1.22306,1.54875,1.32917,5.337009999999999,1.38136,niedrig,-2.31083
10010102,Havemannstraße,17726.0,1.67664,1.54461,1.912,1.67342,6.80667,1.76175,sehr niedrig,-1.42679
10010203,Gewerbegebiet Bitterfelder Straße,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
10010204,Wuhletalstraße,10220.0,1.38576,1.47945,1.26823,1.26684,5.40028,1.39774,niedrig,-1.32044
10010205,Marzahn Ost,8035.0,1.54756,1.70627,1.12034,1.16395,5.538119999999999,1.43342,niedrig,0.03187
10010206,Ringkolonnaden,16406.0,0.79145,0.7363,0.66967,1.08343,3.28085,0.84917,mittel,-0.68453
10010207,Marzahner Promenade,10655.0,0.94439,0.73916,0.89583,1.27035,3.84973,0.99642,mittel,-0.33331
10010308,Marzahner Chaussee,2148.0,-0.35656,-0.47533,-0.74425,-0.88453,-2.4606700000000004,-0.63689,mittel,0.68857
10010309,Springpfuhl,14403.0,0.56746,0.72524,0.3379,0.74485,2.37545,0.61483,mittel,-0.75914
10010310,Alt-Marzahn,17603.0,0.44654,0.28574,0.23808,0.61404,1.5844,0.41009,mittel,0.105
10010311,Landsberger Tor,2944.0,-1.11527,-1.22194,-0.62106,-0.72782,-3.6860899999999996,-0.95406,mittel,-0.58354
10020412,Alte Hellersdorfer Straße,6617.0,2.75418,2.33985,2.55998,1.69509,9.3491,2.4198,sehr niedrig,-0.89639
10020413,Gut Hellersdorf,14967.0,1.18127,0.79486,1.12291,1.32062,4.41966,1.14393,niedrig,-0.94754
10020414,Helle Mitte,1658.0,0.51721,0.1109,1.23342,1.17236,3.03389,0.78525,mittel,-1.16442
10020415,Hellersdorfer Promenade,5304.0,2.56456,2.35698,2.32935,2.10795,9.35884,2.42232,sehr niedrig,-0.9402
10020416,Böhlener Straße,5406.0,2.19011,1.3934,1.74428,1.38382,6.711609999999999,1.73715,sehr niedrig,-2.15942
10020517,Adele-Sandrock-Straße,8786.0,-0.09255,-0.164,-0.14003,0.16439,-0.23218999999999998,-0.0601,mittel,0.0377
10020518,Schleipfuhl,5045.0,0.90675,0.56567,0.94231,0.96781,3.38254,0.87549,mittel,-0.86168
10020519,Boulevard Kastanienallee,5799.0,2.49892,2.3687,2.30517,1.64417,8.816960000000002,2.28207,sehr niedrig,-1.95805
10020620,Kaulsdorf Nord II,3357.0,0.54969,0.57742,0.52723,0.92305,2.57739,0.6671,mittel,-2.6216
10020621,Gelbes Viertel,5915.0,1.27884,0.78487,1.41081,1.23683,4.71135,1.21943,niedrig,-0.34453
10020622,Kaulsdorf Nord I,8717.0,0.31206,0.104,0.22487,0.74505,1.38598,0.35873,mittel,-0.07074
10020623,Rotes Viertel,6507.0,0.29215,0.26724,-0.03042,0.22291,0.7518800000000001,0.19461,mittel,0.72046
10030724,Oberfeldstraße,7728.0,-1.53824,-1.44696,-1.21705,-1.20393,-5.406179999999999,-1.39927,hoch,0.02258
10030725,Buckower Ring,5810.0,0.1987,0.31075,-0.02045,-0.26809,0.22090999999999994,0.05718,mittel,-0.81994
10030726,Alt-Biesdorf,2844.0,-1.23961,-1.32051,-1.21855,-1.29624,-5.074910000000001,-1.31353,hoch,0.36263
10030727,Biesdorf Süd,9188.0,-1.578,-1.59985,-1.29218,-1.32184,-5.79187,-1.49909,hoch,-0.00747
10040828,Kaulsdorf Nord,7609.0,-0.90067,-0.80119,-0.71196,-0.61145,-3.02527,-0.78302,mittel,0.05839
10040829,Alt-Kaulsdorf,3583.0,-1.2359,-1.20762,-1.03798,-1.2159,-4.6974,-1.21582,hoch,0.05297
10040830,Kaulsdorf Süd,7426.0,-1.52939,-1.45266,-1.1752,-1.11531,-5.27256,-1.36468,hoch,-0.14553
10040931,Mahlsdorf Nord,9124.0,-1.40453,-1.31727,-1.1712,-1.26262,-5.15562,-1.33442,hoch,0.0745
10040932,Alt-Mahlsdorf,3905.0,-1.13921,-1.25088,-1.086,-1.12366,-4.59975,-1.19054,hoch,0.68789
10040933,Mahlsdorf Süd,14405.0,-1.35338,-1.26169,-1.17447,-1.20347,-4.99301,-1.29233,hoch,0.33258
11010101,Dorf Malchow,560.0,1.0553,-0.2028,-0.02418,-1.40914,-0.5808200000000001,-0.15033,mittel,7.03635
11010102,Dorf Wartenberg,2562.0,-1.28519,-1.12812,-1.13041,-1.13232,-4.67604,-1.21029,hoch,0.97256
11010103,Dorf Falkenberg,1285.0,-1.27218,-1.03572,-1.09084,-1.0611,-4.45984,-1.15433,hoch,-0.26161
11010204,Falkenberg Ost,8818.0,1.52352,2.211,1.46421,1.40967,6.6084,1.71043,sehr niedrig,-0.66097
11010205,Falkenberg West,6670.0,0.93709,1.25857,1.16993,1.13313,4.4987200000000005,1.16439,niedrig,-2.49672
11010206,Wartenberg Süd,5853.0,0.61727,0.90993,0.69317,1.11887,3.33924,0.86429,mittel,-0.67526
11010207,Wartenberg Nord,6882.0,0.78784,0.81282,0.66791,0.71618,2.98475,0.77253,mittel,-0.8877
11010308,Zingster Straße Ost,10996.0,1.01547,1.41034,0.72054,1.0676,4.2139500000000005,1.09069,niedrig,-0.7548
11010309,Zingster Straße West,9551.0,1.1843,1.75955,1.2597,1.29945,5.503,1.42433,niedrig,-1.54161
11010310,Mühlengrund,5237.0,0.04854,0.62057,-0.13124,0.23782,0.77569,0.20077,mittel,-1.71315
11020411,Malchower Weg,7779.0,-0.64699,-0.64522,-0.57278,-0.3279,-2.19289,-0.56758,mittel,0.50001
11020412,Hauptstraße,6088.0,0.15869,0.74234,0.11919,0.20997,1.23019,0.31841,mittel,0.22496
11020513,Orankesee,3390.0,-1.32467,-1.24695,-1.16349,-1.23785,-4.9729600000000005,-1.28714,hoch,0.71726
11020514,Große-Leege-Straße,8286.0,-0.08652,0.05022,-0.27405,-0.2437,-0.55405,-0.1434,mittel,0.07611
11020515,Landsberger Allee,14317.0,0.46705,0.56916,0.23872,0.5275,1.8024300000000002,0.46652,mittel,-0.19918
11020516,Weiße Taube,3705.0,-1.34212,-1.46523,-0.96284,-0.90437,-4.67456,-1.2099,hoch,0.71544
11030617,Hohenschönhausener Straße,6124.0,1.0651,1.13561,0.74357,1.57852,4.5228,1.17062,niedrig,-2.21878
11030618,Fennpfuhl West,15750.0,0.13961,0.33864,-0.03984,0.30313,0.7415400000000001,0.19193,mittel,-0.81724
11030619,Fennpfuhl Ost,10596.0,0.78919,0.92367,0.53171,0.9767,3.22127,0.83375,mittel,-1.05383
11030720,Herzbergstraße,5128.0,-0.56048,-0.70879,-0.20995,0.23721,-1.2420100000000003,-0.32147,mittel,-0.70159
11030721,Rüdigerstraße,21946.0,0.04656,0.27918,-0.20863,-0.18304,-0.06593000000000004,-0.01706,mittel,-1.21975
11030824,Frankfurter Allee Süd,10004.0,0.29734,0.52021,0.28401,0.59157,1.69313,0.43823,mittel,-0.40938
11040925,Victoriastadt,3553.0,-0.11959,-0.51225,-0.16093,-0.45357,-1.24634,-0.32259,mittel,-0.45029
11040926,Weitlingstraße,27214.0,0.19385,0.2108,0.0225,0.17059,0.5977399999999999,0.15471,mittel,-1.28945
11041022,Rosenfelder Ring,5088.0,1.27841,1.79749,0.28949,1.0525,4.41789,1.14347,niedrig,-1.74204
11041023,Gensinger Straße,5902.0,0.78391,0.8207,0.73247,0.80647,3.1435500000000003,0.81364,mittel,-1.09366
11041027,Tierpark,2738.0,0.42387,0.83801,0.63527,0.64293,2.54008,0.65744,mittel,-3.9929
11041128,Sewanstraße,24697.0,0.16765,0.60435,-0.06242,0.6314,1.34098,0.34708,mittel,-0.54155
11051229,Rummelsburg,3420.0,-0.866,-0.74454,-0.95972,-1.25177,-3.82203,-0.98925,mittel,-0.23962
11051330,Karlshorst West,8240.0,-0.90883,-0.87809,-0.74824,-0.88431,-3.4194700000000005,-0.88505,mittel,0.12528
11051331,Karlshorst Nord,9595.0,-1.01353,-0.85595,-0.94569,-1.11884,-3.9340100000000002,-1.01823,hoch,-0.19919
11051332,Karlshorst Süd,6491.0,-1.31448,-1.31156,-1.0318,-1.2151,-4.87294,-1.26125,hoch,-0.10705
12103115,Breitkopfbecken,7449.0,1.34213,1.31883,1.21985,1.28085,5.16166,1.33598,niedrig,-0.36655
12103116,Hausotterplatz,9180.0,1.02767,0.8908,1.27184,1.25483,4.44514,1.15052,niedrig,-0.00692
12103117,Letteplatz,10039.0,1.13,0.94519,1.33943,1.35173,4.76635,1.23366,niedrig,-1.31079
12103218,Teichstraße,13017.0,0.96106,0.88141,1.00415,1.26586,4.11248,1.06442,niedrig,0.71143
12103219,Schäfersee,8551.0,1.14975,0.87319,0.91529,1.26194,4.20017,1.08712,niedrig,0.43139
12103220,Humboldtstraße,4588.0,-0.10532,0.01067,0.08672,0.13207,0.12414,0.03213,mittel,-1.6072
12214125,Waldidyll/Flughafensee,7005.0,-0.83862,-0.95283,-0.65053,-0.60241,-3.04439,-0.78797,mittel,-0.06977
12214126,Tegel Süd,7551.0,0.71578,0.8856,0.92909,0.82978,3.36025,0.86972,mittel,-0.70093
12214421,Reinickes Hof,2603.0,1.12539,1.14379,0.47059,0.73454,3.47431,0.89925,mittel,1.90354
12214422,Klixstraße,7688.0,1.34854,1.24937,1.916,1.68917,6.20308,1.60553,sehr niedrig,-0.73442
12214423,Mellerbogen,5534.0,0.12406,0.34821,0.28015,0.78816,1.54058,0.39874,mittel,-1.72785
12214424,Scharnweberstraße,10325.0,1.05194,0.8171,1.27347,1.30503,4.44754,1.15114,niedrig,-0.55489
12214527,Alt-Tegel,10380.0,-0.54128,-0.76475,-0.57231,-0.51701,-2.39535,-0.61998,mittel,0.65819
12214528,Tegeler Forst,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
12224229,Konradshöhe/Tegelort,6013.0,-1.3358,-1.26113,-1.14417,-1.12216,-4.86326,-1.25874,hoch,0.02035
12224230,Heiligensee,17860.0,-1.43745,-1.41251,-1.10795,-1.18613,-5.14404,-1.33142,hoch,0.14955
12231101,Hermsdorf,16287.0,-1.30747,-1.27003,-1.08915,-1.17473,-4.84138,-1.25308,hoch,0.5742
12231102,Frohnau,16686.0,-1.5256,-1.44158,-1.16866,-1.24856,-5.384399999999999,-1.39363,hoch,0.34766
12301203,Wittenau Süd,14476.0,-0.05205,-0.1834,-0.10228,-0.10367,-0.44139999999999996,-0.11425,mittel,-0.27073
12301204,Wittenau Nord,6167.0,-1.13169,-1.20385,-0.69023,-0.69951,-3.72528,-0.9642,mittel,0.09666
12301205,Waidmannslust,4825.0,-0.92525,-0.91888,-0.81672,-0.93904,-3.59989,-0.93175,mittel,0.15686
